	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29	Sample 30	Sample 31	Sample 32	Sample 33
6143	13.30154764	12.32663453	13.40157687	13.3643604	12.70664063	13.15404593	12.93286249	12.80642476	12.83403446	12.26880221	12.88182901	13.55234489	13.21604252	13.04186959	12.78851035	12.99846879	12.92126263	12.16627922	13.39396554	12.87989144	13.15591079	12.98270665	12.78332159	12.25666867	12.44079132	13.12845677	12.52930609	13.02192904	12.55876747	11.84580365	13.16597473	13.29127864	12.8146906
6144	10.73942622	12.02884538	12.65834093	12.89798155	11.34520008	12.12977564	12.09962725	11.88714063	11.7350694	11.03465455	12.24038291	12.37778532	12.38489165	11.66541143	11.06276798	11.64496934	11.62166272	10.8923379	11.38772656	11.09136927	11.7524141	11.42159676	11.44992757	11.44976254	11.16036938	11.43721109	11.05027041	11.36912291	10.77864391	10.84211459	11.88429265	11.55139105	11.29578041
6146	10.43160207	10.8853837	10.11703265	11.12096358	9.695350106	10.18512321	10.39209198	10.70051775	10.66414502	9.724991262	10.87996608	11.47740919	11.01142995	10.67236346	9.619376326	10.49694363	11.22275265	9.903143744	11.16579263	11.6974802	10.51265159	10.72092824	11.37123213	10.35171224	10.49580507	9.994112968	10.49289467	10.51510845	10.00900278	9.605220217	11.58312039	10.69842686	10.36067154
6147	12.5251782	12.05327089	13.47374253	13.14137435	12.56919343	12.37531643	12.70415006	12.62251861	12.63227049	11.65434961	12.7236972	13.42375017	12.86549164	12.40997956	12.54402744	12.39760779	12.34332731	11.62750197	11.91531175	12.76699469	12.49175792	12.53326645	12.58633785	11.99269055	12.46571944	12.41926762	12.33510558	12.48709388	12.22839784	11.32444498	12.90088379	13.17291343	12.21806671
6150	9.983349928	9.152715812	10.42943813	11.00607357	9.822554898	9.35673806	9.865996117	9.253563881	8.938462236	8.29636563	9.461786371	10.11358591	9.706029722	9.679972643	9.216042524	10.14381685	9.231653204	9.004922679	9.280376411	9.763760122	10.48102239	9.367108924	10.26614234	9.839093534	9.205817681	9.995145287	9.589988142	9.972448547	8.830293359	8.498689674	9.304579488	8.812498225	9.33791175
6152	12.65795479	12.29968025	13.07807573	13.01039173	11.51332789	12.24214695	12.54692821	12.24290911	12.22029972	12.40577702	12.5688278	12.98940869	12.67189705	12.63168409	12.25173388	13.05849407	12.39343873	11.24639621	11.85360976	12.82390258	11.90474374	11.65884074	12.74253471	11.9471584	11.71008749	12.12320964	12.37304457	12.36752123	11.93368328	11.62447106	12.20200441	12.44509505	11.71725229
6155	12.40300403	11.97151841	12.88865955	12.93698201	11.22962397	12.26627706	12.31002763	12.19948525	12.14358729	11.75518803	12.31878569	12.84151128	12.73009859	12.21898696	12.12201585	12.48362686	12.18802934	11.02653727	12.37336817	12.27401117	12.25442634	12.84715916	12.08437326	11.80251233	12.07600719	12.33304351	12.35103584	12.28500912	11.98769391	11.33103448	12.6114237	12.4814589	11.82191745
6156	12.99979041	13.36111174	13.25432446	13.03812508	12.81708758	12.3510027	12.71986151	12.49574512	12.8266597	12.76698434	12.85475348	13.2265281	13.09325084	12.11801963	12.48921577	13.04349899	12.88296395	12.3415077	12.18067376	12.44498638	12.63754414	12.74664658	12.74853671	13.10666108	12.37923214	12.56739999	12.40930342	12.56312476	11.62888749	11.41624863	12.65801283	13.10931321	12.05681719
6157	13.10706338	12.0741515	13.0693927	13.25662592	12.65826282	12.53915154	12.80274656	12.50961915	12.4093485	12.30517255	13.08494787	13.48249287	13.14139511	12.32066236	12.81843638	12.36309166	12.36190814	11.90683424	12.5272033	13.07178914	12.91973671	12.76115435	12.72416635	12.67732544	12.70954912	11.61227416	12.36952374	12.99784985	11.83776589	11.6219145	13.06014198	12.29730607	12.4957751
6158	13.98948941	13.17779169	13.57832197	13.74187248	13.33840491	13.52971848	13.15072308	12.79331474	13.47759765	13.5763249	13.44792782	13.70708515	13.41324843	13.13782849	13.41088325	13.4790413	13.32726071	12.51470912	12.90419806	13.9333292	12.95618555	13.11560293	13.77702615	13.87326723	12.98080007	13.12068824	12.96505734	13.16873165	13.13573173	13.07343533	13.27809223	13.36760723	13.49240527
6159	12.6463742	11.8818443	12.7606659	12.54403227	11.77570081	12.7574421	12.55168904	11.97726919	12.21797284	12.17343979	12.23792097	12.5636396	12.98501471	12.05014454	12.44814987	12.68478806	12.17755346	11.52967456	12.08262476	12.88667398	11.60919721	13.07228672	13.12939572	12.14576342	11.60187755	11.75239319	12.15379584	12.74827253	11.77483235	11.77451118	12.63656118	12.22692391	11.9030345
6160	13.29059921	11.54527824	13.18194577	13.04311617	12.00608058	12.35638869	12.68268302	12.38470552	12.37151258	11.70204279	12.59537405	13.05835709	12.87587795	12.53873699	12.18232917	12.83748996	12.61564573	11.59446457	12.5622138	13.08982948	12.49139216	13.46207661	11.85512153	13.33989592	12.13718969	12.13861099	12.61295371	12.69847245	11.96118197	11.404785	12.90357121	12.33981939	12.05691878
6161	13.31531658	13.20869313	13.50049461	12.98433123	12.06332092	12.66994579	12.76635084	12.94550785	12.64344812	12.5088817	12.26049619	13.72725573	13.01363847	12.8254597	12.6170932	12.96160343	12.67078016	11.8182706	12.68023644	13.22932805	12.53031123	13.21033041	13.39065801	12.44395106	12.70438569	12.54586222	12.76885009	13.40219002	12.50712813	12.36164501	12.93253589	13.40720933	12.53909821
6164	12.51381147	11.75238901	12.7468124	12.7465941	11.55181398	11.79193614	12.20043275	11.66125258	11.48174899	10.99829424	11.9952407	13.13966965	12.37316423	11.6339715	11.89560557	12.18225157	12.15273799	10.75484576	11.86965167	13.10279098	12.10715495	11.58261716	11.70692332	11.51818595	10.43253146	11.65940282	12.01451221	11.3726148	10.8848955	10.65233411	11.51701481	11.84466262	11.35022097
6166	9.915476085	10.20713637	10.9830506	10.92986495	10.04044042	10.4560566	10.51596588	9.974730055	10.32089078	9.035238993	9.801239508	9.974859089	10.78026908	9.735877527	10.81825462	9.884262116	9.831877241	10.284986	10.39429119	10.16164839	10.88494891	10.94145849	10.75151895	9.330872073	9.510150966	9.612463085	10.1389629	10.31457192	9.135144922	9.497492615	10.3185993	10.82581742	9.469316208
6167	13.34453171	12.8535084	13.04429678	12.72418554	12.50623319	12.35131472	12.3581127	12.61571699	12.50128239	12.26915591	12.6683421	13.03112566	12.600503	12.66317336	12.58940771	12.86626858	12.77859874	11.53633465	12.43929068	13.29977325	12.14918187	12.78750674	12.77021789	12.66307105	12.44347197	12.33229395	12.33428725	13.13275676	12.08291743	11.80988466	12.88207365	12.8631893	12.06314899
6168	14.46582209	13.99017134	14.27987751	14.30045695	13.52042102	13.79763721	13.62384378	13.73667146	13.69977848	13.6943383	13.67195785	14.12568952	13.85867361	13.79508791	13.6652182	14.36178549	14.02789218	13.14889122	13.81623369	14.50444784	14.30729475	14.10086434	14.04304609	14.45130965	13.94430668	13.55546749	13.63888386	13.91675	13.94267394	13.36074834	13.92814174	13.96625308	14.19591888
6169	13.47768365	12.41758884	13.64478463	13.8679312	12.91371782	12.90121763	13.09919985	12.64262938	13.13140042	12.0657527	13.09075752	13.39027646	13.31104297	12.83507731	12.80647712	13.43420599	12.9684256	11.71092694	13.00215574	13.75827944	13.13195018	13.79013872	13.90024795	12.57939373	12.80727844	12.91877754	13.1841749	13.09876739	12.78906082	12.04093694	13.62508324	13.60502224	12.98203811
617	7.174825839	6.890689878	7.399256559	7.594697827	7.698287944	7.832130501	7.476219651	6.848748115	7.089582893	7.516487981	7.307246355	7.177519203	8.063179335	7.675039625	7.231605208	8.360847084	7.130210166	7.076281167	7.679550473	7.757956641	7.118110506	7.202123824	8.158407722	6.915520901	7.344295908	7.382667253	6.920888742	6.928133408	7.481960843	6.913248469	8.089318057	7.807161691	7.613752637
6170	1.163498732	1.82374936	2.403267722	2.691534165	0.799087306	1.275007047	0.150559677	1.835924074	1.650764559	3.360364277	0.555816155	2.950468414	1.214124805	1.718087584	1.310340121	2.523561956	3.241840184	0.992768431	2.066950244	2.622930351	1.989139007	2.682573297	1.350497247	2.310340121	2.545968369	2.707082992	1.389566812	3.323370069	3.846994687	1.604071324	1.40053793	3.046141782	1.778208576
6171	13.77871679	13.8474489	14.16008177	13.99253389	13.32716666	13.73352488	13.54264257	13.27543489	13.24266949	13.20007559	13.52747578	13.96352199	13.70794036	13.46620522	13.38490918	13.82225513	13.63800707	13.25792993	13.23266226	13.91620231	13.57528042	13.9093906	13.86738783	13.7985204	13.45213697	13.41141036	13.4346152	13.53457646	13.22403334	13.07338345	13.81421393	14.12281586	13.53375192
6173	12.46990378	12.20339083	12.67146367	12.36804804	10.67852092	11.4670043	11.80983243	11.97081412	11.92897724	11.13091157	12.20895065	12.63906028	12.21587877	12.00588065	12.11724699	12.30476485	12.10983065	10.10681155	12.3807235	12.18493421	11.56802735	12.22976214	12.49289216	12.09515963	11.946369	12.14023864	12.04603944	12.18433919	11.80156691	11.4280094	12.51670957	11.41289264	11.92417042
6175	13.31670155	12.33917358	13.55831189	13.66301099	12.5263085	13.2930635	12.90036495	12.53100368	12.93688634	12.7169459	12.84252124	13.66998121	13.54985324	12.70431868	13.29456475	12.87119295	12.88147535	12.26256177	12.60227202	13.42564078	12.84360312	13.39665695	13.41851281	13.21881143	12.74218521	12.73646747	12.43884642	12.89535564	12.46907959	12.02782654	13.22899	13.46319866	13.10751951
6176	14.07339767	12.34702335	13.96953042	13.98744256	13.37548885	13.64288994	13.23755057	13.19259334	13.15252411	13.03746631	13.50461791	14.03586873	13.57001577	13.6894728	12.98627937	13.77570698	13.56697684	12.98474242	13.01049838	14.20064041	13.24659365	13.60638902	13.39153495	13.76133307	12.93009234	12.87051692	13.27780318	13.43261628	13.10083478	12.48866613	13.52832346	13.6114237	13.8332884
6181	12.80612263	11.2125815	12.63856036	12.68144927	12.30467074	12.04401154	12.51861136	12.02370585	11.90180214	11.476407	12.89929649	12.99312592	12.6957829	11.9059172	12.04790777	12.34309409	11.97051937	11.29746657	12.48329936	12.40832178	12.51252814	12.287998	12.81471463	12.5337288	12.50485126	11.93051929	12.04892956	12.63073809	11.30800904	11.31861624	12.84693203	11.87455877	11.6978103
6182	8.747219541	8.285448458	8.580786171	9.841108274	8.900957351	8.560179958	8.756856505	8.356716055	9.31490041	7.524032323	8.30003218	8.639087423	9.10567284	8.151523994	8.226315849	9.627369725	8.160728628	7.679057785	9.258424702	9.348772408	9.085074053	8.992541859	8.746312766	6.922197848	8.647926057	9.069637728	8.669203972	8.277101384	8.344739746	7.832130501	9.04226129	8.809703829	8.251387727
6183	9.904995815	10.26009625	10.34215247	11.56268127	10.40282022	10.8049538	9.899356923	10.29095192	9.919012268	9.869670949	10.33290929	9.989053833	10.6737684	10.07336504	10.02077164	10.37357209	9.706875852	9.71604776	9.889321429	12.20359577	10.37382219	9.671063333	10.20666032	9.9764066	9.357639971	10.31937859	9.915491024	10.04335544	9.822315887	9.525266309	10.1000578	9.718515752	9.766926382
6184	8.158862106	8.032541697	8.100977648	8.398358922	7.705079392	7.756623035	7.92825187	7.951867504	7.622417939	7.675321966	8.055228198	7.914923239	8.609732804	7.85698569	7.163800604	7.415995221	8.136017028	7.084702108	6.674969031	8.603403804	6.516172776	8.408499584	7.403097262	8.708325207	7.324360591	7.834028535	7.593577867	7.472569002	7.968551603	8.109360559	7.557808299	8.28941952	7.515778672
6185	10.2313292	11.27031285	10.46757498	11.08333306	10.65428695	10.22476142	9.596674301	10.17155212	10.27806608	10.87949136	10.76278896	10.26114292	10.89866184	10.09169983	10.3980382	10.54371819	11.17013162	11.37545762	8.761983311	10.75105862	10.64619867	9.683310468	10.05100496	10.15748589	10.3030615	10.4818297	10.3921886	10.3486839	10.25666867	10.33913738	10.56700537	11.21768512	10.06072295
6187	14.55094875	13.50822065	13.8948566	13.86651974	12.73702547	13.84254678	13.60403772	13.02556525	13.27440291	13.67715694	13.02855534	14.3025761	13.93023744	13.40205675	12.94527007	14.03040247	13.52887894	12.83773436	13.29091881	14.88556579	13.26460387	14.26851495	13.78494355	13.26963808	13.46868004	13.57795157	13.05011563	14.03431065	13.33070684	13.03566343	13.47134371	13.71902618	13.94821938
6188	12.93326464	12.51390767	13.47701447	13.6499769	12.95468706	13.25660676	12.98547908	12.21190958	12.68345961	12.48373266	13.20234425	13.70731491	13.38259296	13.09419978	12.80435088	13.55773891	13.17168972	12.07500441	12.90338668	14.33717587	12.81389941	13.61835453	13.27190213	12.76507471	12.7480859	12.37998478	13.51134251	13.19050684	12.46549243	12.19357156	13.4736918	13.41210802	12.61118391
6189	12.32653061	12.60555823	13.55791238	13.03076196	12.38984103	12.76407748	12.99118345	12.50356738	12.68930353	12.02506341	12.74563021	13.39830948	13.05997981	12.55893963	12.71575827	12.89332239	12.93701145	11.84734711	12.5708732	13.20704636	12.01173393	12.61352014	12.0353696	12.10558445	12.48639008	12.47642473	12.74155757	12.43635499	12.27776977	11.83974706	13.11012275	12.85229541	12.39178598
6191	13.51377817	12.52949156	13.61802868	13.21423867	12.39133758	13.20376093	12.78173059	13.01899469	13.04745455	12.25104445	12.82705684	13.31287728	13.02330387	13.08506243	12.98795321	13.48375533	13.21567101	11.8546892	13.28342699	12.9545962	12.16612855	12.53347088	13.3105716	12.7931745	12.68138338	12.8928767	13.2596197	12.82399808	12.8224593	12.72968022	13.33653585	12.49211356	13.15773219
6192	9.407097775	3.557042415	2.204766751	7.583910152	3.341985747	3.500802053	3.243364426	2.794935663	1.891419187	4.510961919	2.942983598	2.937344392	3.835924074	6.087038457	4.067810784	1.948600847	3.884597921	8.292045492	3.209453366	3.389566812	2.327687364	3.996388746	2.994579724	3.844988157	11.04634645	1.752748591	10.02914916	2.414135533	9.615298579	3.447579197	3.539779192	3.303050085	10.30912388
6193	12.76368959	12.34637245	13.21255414	12.9949562	12.85448078	12.94504141	12.86905591	11.68202017	12.58568085	12.81596762	12.92447851	13.48563563	13.28449881	12.33900651	12.61603416	12.48055293	12.19119188	11.65638464	12.16829604	13.4722961	11.62666728	12.86918897	13.50219408	12.67810933	12.29541022	12.54352488	12.32667385	12.49547282	11.72038108	11.9479218	13.05574676	12.54957773	12.13962489
6194	12.80941645	12.6539154	12.35884897	12.82122988	11.4879857	12.39921383	12.54046227	12.00518592	11.73810915	11.55478069	12.46499238	12.75160473	12.90323603	12.31003047	11.58747282	12.7592474	11.43752322	11.14782182	12.22156598	12.97167826	11.04074178	12.27292424	12.47223136	12.16821454	10.96917064	12.18825193	12.23692904	11.93103294	11.93821594	11.68840769	12.87076926	12.21874485	12.27805737
6195	8.475936042	7.823685681	8.330603215	8.029839349	8.047723774	9.049766885	8.705079392	7.98851428	7.657068301	7.579617646	8.504461497	8.462584067	8.583233236	8.473786912	8.09824268	8.427354752	7.965380273	8.600210274	7.684187561	8.871165994	7.574252917	8.546431489	8.588639688	8.676521302	8.077563467	8.184528261	8.14363831	8.43850079	8.131599773	8.496973581	8.304511042	8.005680684	8.22905912
619552	6.812113113	6.400196342	6.501279899	6.185470146	6.082149041	6.339671881	6.429615964	6.591559746	6.431121473	6.374865602	6.357727932	6.683275373	6.36018867	6.586464526	6.406672716	6.622491152	6.529196268	6.783587612	6.572738117	7.059831136	6.3950628	6.81775115	6.430619811	6.56193706	7.171727244	6.29388543	6.513174885	6.507001733	6.477677328	6.634883637	6.541793588	6.737416366	6.565901767
6196	5.746312766	6.677367292	3.341985747	5.813781191	4.446917865	4.295723025	5.358958826	4.720825666	5.665904355	8.764539899	3.465974465	4.244887059	4.802710219	8.254556252	4.658211483	7.49217366	5.286881148	5.279471296	3.326249701	6.906529877	5.952566541	4.34978987	6.618091794	6.137708437	6.969933275	4.49057013	6.777025123	4.600507645	6.663629259	7.327328083	5.523248293	4.283921772	6.427941333
6197	6.068670811	6.260025656	6.313427266	6.691673738	7.183982678	6.854369742	6.138937309	6.924337464	8.10841991	5.879950768	7.459021704	6.818646083	6.949534933	7.516881891	6.777288197	6.833143096	6.033202726	6.924099886	6.974873426	5.672142433	7.259649121	6.138527801	7.399940098	6.353852559	6.894696523	6.941575862	7.164605286	6.310703657	6.636769608	7.17042585	7.96208625	4.988684687	6.820306629
6198	6.21042783	5.068240861	5.704595348	5.648177796	6.355086762	6.585413272	6.432625411	6.49441561	6.1129086	5.114783447	5.499208091	5.536985376	6.044394119	5.530757457	5.931210275	5.366322214	6.795585145	5.851998837	7.160476536	6.046360091	5.299757512	6.540089282	6.973152038	5.21218021	5.969472865	6.432291338	5.706806799	5.193771743	6.333781501	5.659353759	6.267535798	6.247737673	6.256067125
6199	8.266692856	7.669381158	8.312610723	8.344295908	8.868390453	9.115641939	8.341363148	7.849686575	8.533407608	8.115095685	8.46707565	8.66853047	8.258283356	7.843167325	8.513135397	8.061722203	9.305149746	8.447868434	8.019868678	8.936873462	8.182245358	8.818454358	8.279424864	8.135657989	8.41869595	8.057991723	7.595145568	8.296549179	8.486995871	8.275053621	7.977737849	8.9454731	7.949009584
6201	11.46967234	10.62823591	12.16570157	11.57249181	10.78573853	11.35951348	11.75483741	11.41700331	11.4408017	10.86467367	11.30262179	12.16219619	11.96086353	11.83316682	11.11684427	12.00984261	11.96082733	11.32193937	11.80214474	11.58559636	11.26708512	11.80837701	11.70202113	11.62038938	10.87550363	11.22298805	11.33728181	11.66174248	10.85382415	10.17548718	11.8122415	11.1050049	10.83835304
6202	13.27561675	12.97692744	13.45248321	13.17024118	12.8489867	12.78486792	12.78590401	12.42460197	12.58824381	12.5278948	12.58667797	13.61337971	13.14834629	12.82247722	12.18386485	12.64766079	12.64947625	11.63796972	12.68174133	13.09714987	12.38140776	13.1624291	13.26029623	13.30447254	12.52653103	12.38005244	12.21240519	13.04760791	12.4768601	11.94124206	13.07383697	12.73126175	13.10646316
6203	12.29752962	11.75130136	12.82833486	12.86163169	12.21589393	12.39027646	12.36445479	11.64451427	12.33219603	12.13847021	12.27483238	12.85591964	12.8372337	11.94604362	12.08688923	11.96300803	11.98210587	11.32632836	11.82523707	13.71665337	11.3623603	12.5973333	12.71762074	12.04331101	11.54271269	11.76579578	11.86461564	12.06832485	12.02847937	11.64351802	12.31086552	11.97936446	12.03767392
6204	13.35638319	13.30431852	13.6090933	13.23759389	12.80482477	13.14631251	13.11993485	13.12409707	12.93237348	12.90280658	13.19567671	13.82247224	13.00921279	13.13047243	13.72548023	13.63336536	13.30610442	12.17351787	13.11550052	13.53487187	12.53699994	13.97989048	13.43332984	12.98913014	12.92415	12.95144136	12.83016063	13.43544368	13.07143722	12.79049512	13.31850327	13.47245477	13.17551057
6205	12.72318736	11.93912004	13.02370411	13.10778266	12.76451087	12.90460452	12.86993886	11.78473298	12.56668912	11.83335265	13.02107193	13.29758551	13.0629467	12.58036693	12.03056714	12.18300569	11.96665325	11.87326723	12.40555102	13.13615325	12.01244297	12.78706795	13.24298203	12.79781754	11.85466973	12.17989354	12.34235807	12.90569913	12.84257035	11.75734417	12.99268524	12.08123709	12.47660699
6206	13.23448665	13.8017023	14.02084021	13.63992965	13.13396899	13.57796455	13.0040431	13.01120104	13.07359433	12.72038963	12.98219146	14.08303049	13.70482442	13.21072765	13.00497007	13.77424039	13.26141181	12.03299963	12.94586261	13.20795384	13.11644469	13.09754331	13.25286054	13.06969311	12.87442813	12.93111053	13.06139313	12.80681139	12.82948094	12.59143819	13.69235178	13.25187587	13.16242123
6207	11.82620287	11.22167774	12.5903812	12.13198554	11.72070598	11.73807959	12.11629197	11.87442429	11.71678089	11.24503567	12.00023597	12.62711205	12.23448216	11.90138735	11.55581136	12.01773752	11.34052889	11.75856053	12.02534377	12.27645014	11.70394249	11.98174565	12.21069874	11.61496285	12.28191264	11.36177932	11.8820469	12.29662374	11.18624426	11.05614319	12.46569904	11.52941103	11.53137171
6208	13.50848436	13.15722376	13.63794935	13.59426861	12.88554958	13.45327964	13.21446332	12.78737206	13.02197067	12.6925523	13.1603946	13.78831866	13.50903269	12.98670957	13.18175325	13.53548195	13.37679556	12.17610145	13.12075465	14.09444805	13.16140433	13.74965263	13.2403352	13.01636956	12.68581316	13.12909784	13.05766011	13.11347522	12.78669437	12.36571823	13.31725432	13.70607938	12.92703532
6209	12.37042042	11.25664509	12.077243	11.98508767	11.05560782	11.84161545	12.23421269	10.89395371	11.26003742	11.31736173	11.4117493	12.0978807	12.16419357	11.42792562	11.50393503	11.66787439	11.79076797	10.71390198	11.33047997	12.03535929	12.05046769	12.23157521	11.43530043	11.17012536	11.10921036	11.26521066	11.18849612	11.68000782	11.34546069	11.23712031	11.59857364	11.46001555	11.27676417
6210	13.38876266	12.88836084	13.78763835	13.0840626	12.47442337	12.81123218	12.97870331	12.11530381	12.26952997	12.14983919	12.74510285	13.5932277	13.13505191	12.67595042	12.28196189	13.24935941	12.39859407	12.05016495	12.53075014	12.72562614	12.88402166	13.33580066	12.85007351	12.50535754	12.0414196	12.58230431	12.49588	12.62451904	11.8758031	11.70267919	13.05246616	13.28571575	12.19147259
6217	13.16733503	12.31664357	13.50232588	13.42254839	12.9089461	13.01227185	12.9346197	12.92692231	12.96393284	12.55325729	13.05684936	13.49609354	13.39772944	12.76547259	12.94845849	13.00604902	12.68924237	11.90335844	12.40411972	14.85992443	12.71345096	13.07757682	12.50880992	12.82892388	12.62156199	13.00332816	12.39132415	12.97846558	13.09871148	12.18478548	13.29681729	12.25463301	12.8736229
6218	14.11932618	13.39675728	14.04182425	14.20179235	13.23146121	13.53373732	13.27223903	12.99128268	13.04930574	13.29295282	13.31126298	13.93993544	13.61966175	13.53769404	13.29975608	13.85553524	13.43459435	12.85346551	13.12300751	13.71510508	13.87172431	13.67027118	13.46692148	13.9708249	13.52714831	13.41431527	13.23422766	13.28675556	13.51983279	12.87584148	13.6365306	13.76942154	13.84689776
622	3.878725341	5.058749412	7.160779041	8.099610812	4.358255587	7.71829312	7.426851779	6.194756854	6.965207091	5.039577103	7.184280294	3.791814071	7.524424179	7.02580399	6.773205157	6.35631991	6.225352061	6.385776138	2.956056652	7.762614579	6.685239369	6.339315572	6.420212891	5.224194664	5.527320608	6.185668359	6.753016129	5.979110755	6.921840937	5.977050906	6.619559738	8.170926525	6.905808168
6222	14.14171681	13.73798878	13.87377956	13.67266953	12.68220238	13.71038135	13.41440512	13.16285547	13.18029303	13.66701838	13.50494434	14.19836293	13.4046094	13.35736231	14.01359834	13.96580863	13.3853825	12.42242487	13.46927296	14.19003684	12.99219839	14.06652987	13.68898677	13.43799909	13.09926068	13.18844976	13.22528427	13.49433685	13.03011533	12.9333956	13.68976653	13.80665937	13.24013094
6223	13.70039745	13.02972549	13.58819812	13.57783123	12.87735124	13.21383936	13.02009621	12.88258001	13.16367012	12.63019431	13.38532992	13.75885301	13.47483653	12.55225842	13.18236176	12.78913216	12.91197614	12.00413267	12.73148663	13.06569549	12.86772276	13.46382192	13.04656643	13.69622535	12.70323094	12.71737012	12.20448556	13.17240719	12.968431	12.05626514	13.4708012	12.92929355	12.72085772
6224	14.39142821	14.28192858	13.87762828	13.74874948	12.91142382	13.27861643	13.46873476	13.65582026	13.53630065	13.84150243	13.56126169	14.0015894	13.70123389	13.09687654	13.29265667	14.04264434	13.77597235	12.75937641	13.51637225	13.93561076	14.09508049	13.05910951	13.43338462	14.0052447	13.20254322	13.52768958	13.56903081	13.48433201	13.17289312	12.98050556	13.56296383	13.93717333	13.35560712
6227	13.45484547	13.5578406	14.22738204	13.96413236	13.19757149	13.38129825	13.10243998	12.51023752	13.33769437	12.67133982	13.45913188	13.91234673	13.82269231	13.20832887	13.37202297	14.07601889	13.43244664	12.78526854	13.18173618	14.32918458	13.40120353	13.74945675	13.9410366	13.38161054	13.11514772	13.18722524	13.23771936	13.29247838	12.99590315	12.03085332	13.78685157	13.39448949	13.01417743
6228	12.46068626	13.22670118	13.81213117	13.51390891	12.22156598	12.77667154	12.8568904	12.73120022	12.91606605	12.39898679	12.85663367	13.74042272	13.27021793	12.97755005	13.01437273	13.38893752	12.43939458	11.91356264	13.10921689	13.16692253	12.22560813	13.27038294	12.90677788	12.74989666	12.63269082	13.03862411	12.9580669	12.97467629	12.51235777	12.3292806	13.32527172	13.06406908	12.60219778
6229	12.89126918	12.43526135	13.15956076	12.80569551	12.19539989	12.33591787	12.50489345	12.42152313	12.42097866	11.73611438	12.53050632	13.14135839	12.72002617	12.60054249	12.33847734	12.22212169	12.43759344	11.85466583	12.5161383	12.80358224	11.946888	12.47563971	13.73411684	12.44530718	11.57366612	11.96276951	12.27611568	12.38042048	12.12228122	11.22409817	12.85626989	12.85734346	11.84097457
623	3.439623138	3.838951767	2.843983844	2.771885579	2.702657543	3.627606838	3.047887329	2.847996907	1.659924558	3.415488271	2.100977648	3.214124805	3.049630768	3.698218478	3.075532631	3.56193706	3.111031312	2.427606173	2.970853654	4.161887682	3.75595577	2.124328135	2.247927513	4.037382222	3.158660175	2.671293372	3.030336078	3.605257263	4.11353382	2.482848283	3.107687869	1.963474124	2.087462841
6230	12.04598485	11.50445653	12.50234701	11.88268508	10.9589224	11.1596254	11.90058005	11.17533747	11.53250204	11.14661959	12.04348532	12.60035897	11.94788893	11.4125328	11.77787172	12.13633111	11.05883733	11.11531031	11.87649392	11.30326704	11.92279622	11.67686505	12.3582446	11.19901587	12.95930287	11.67170028	11.19094814	11.97950022	11.08288085	10.30259323	12.1897875	11.92496092	10.7213812
6232	13.18858885	13.11659414	13.48488582	13.4548172	12.98465877	12.48794803	12.83848502	12.69911259	12.86942227	12.33310782	12.84219318	13.37071192	13.0879832	12.80048943	12.79348342	13.24610965	13.1661521	12.59438059	12.76666762	13.29350614	13.18979368	12.80106163	13.09712188	12.69694363	12.78732512	12.57778521	12.41397164	12.85699736	12.73825274	12.25407197	12.84318107	13.32177734	12.86552257
6233	11.7963398	11.13739465	12.35149969	12.24250128	11.45850915	11.63883409	12.21393654	11.88488787	12.07896135	11.39414647	12.02008752	12.39041619	12.4907431	11.86031105	11.66484724	11.80735895	11.68179623	11.39277356	12.19861693	11.6945973	11.85062833	11.44182892	11.82041035	11.46015893	11.60204927	11.36026001	11.7281331	12.02688649	11.32111071	10.82785871	12.32724667	11.51259727	11.29640578
6234	13.07640644	12.63702557	13.15873117	13.43749591	12.26128692	12.82326373	12.68609778	11.73414225	12.63812589	12.43134873	12.15336836	13.4352327	13.21626993	12.22385691	12.59870389	12.80235682	12.49109899	11.48779482	12.07204549	12.72797149	13.01156972	13.40566536	13.57550852	12.96601329	12.31808236	12.25015627	11.98264426	12.64326096	11.95942967	11.5486341	12.85126884	12.63969342	12.4333481
6235	13.82307162	13.54964992	14.07859866	13.88869284	13.30846134	13.45068546	13.30757794	13.19584124	13.24935349	12.96307669	13.13076681	13.79479761	13.59426045	13.10623903	13.60562535	13.57579803	13.54719941	13.25789311	13.20177015	14.1692478	13.94497829	13.89689053	13.59536939	13.07861951	12.89883187	12.84403879	13.24550666	13.59878878	12.82640747	12.78654123	13.53978283	13.85200859	13.1218443
6236	10.89746734	3.279471296	3.504620392	4.414812061	4.67468662	4.549053029	4.832890014	6.517905554	8.532239024	4.60940039	3.220329955	3.524815928	4.125155131	3.550900665	6.140574178	3.961623328	3.23878686	4.581953751	3.19061486	4.550900665	3.702657543	4.483493351	3.280956314	8.704768239	4.22342255	7.373822187	5.993674362	9.22881869	3.773996325	5.129695157	4.234961095	3.581351247	5.170325694
