	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17
875	5.912410354	5.404290064	5.420549772	5.877007993	2.937344392	5.309248961	4.922673593	7.269033146	6.692510892	6.158054213	7.81653571	6.773732651	6.48058827	1.13093087	5.265286858	6.503030646	5.582556003
8751	9.017031081	8.145626512	8.82858081	8.424586226	8.468135256	7.524972598	8.123241982	8.411849907	7.319401167	9.41337406	8.587064898	8.050284014	8.379681604	8.332842173	8.748461233	9.220886144	8.624137459
8754	7.511357341	7.389480771	7.693765712	7.258047748	7.27668276	6.922673593	6.628919374	5.159467729	4.990501111	7.129592133	6.559185866	7.224291149	6.238404739	6.171527106	5.10349764	5.983221651	8.107949355
8756	2.137503524	1.819668183	0.799087306	0.831877241	1.15704371	0.855989697	2.23572706	1.269033146	2.50589093	0.970853654	3.173127433	1.280956314	1.469885976	1.269033146	0.475084883	1.761285273	0.807354922
8760	5.993900756	7.732947508	7.060587861	6.238595812	6.992541859	7.087356757	7.493855449	6.153197331	8.046851165	6.582104337	6.228049048	5.769507291	7.397289578	6.753016129	7.739578112	6.26734852	6.939344133
8761	8.982166497	8.294712637	9.178639955	9.558420713	9.269734494	9.260260941	9.184280294	8.207648869	8.822857589	9.578297205	9.320755429	8.186559982	9.350077284	9.222408523	10.18338726	9.723080678	9.022145843
8763	6.87774425	7.675886484	7.593577867	7.158458216	8.820434284	8.477798734	8.374213556	8.152741159	8.959132577	7.121740712	6.989479654	8.343674305	7.213736096	8.099400415	7.156133652	7.459595552	8.051208941
8764	7.081936082	5.28169825	7.080124654	5.363171077	6.570918255	6.678071905	9.175599448	6.73457415	7.793180599	7.203690587	6.292413668	7.300398323	10.00989858	7.812819074	9.69411408	9.811808159	7.661564349
8766	6.196331634	7.414389268	6.403097262	6.230164578	7.973898225	6.710944155	7.728464765	7.557808299	6.851124363	6.391973883	5.559797696	6.73457415	6.207697669	6.229203358	6.266599166	5.710393192	7.184974494
8767	5.319762428	5.841973119	5.269407241	6.944975543	4.477029653	4.769771739	4.20867332	5.953963599	0.5360529	4.945326777	5.148527425	4.225737653	4.279471296	2.97819563	4.887525271	4.467931546	5.319762428
8771	8.297833368	7.883865155	7.976478204	7.547974148	7.541096615	7.769771739	7.822538965	7.096029876	8.332886917	7.65871134	8.108315355	6.790902333	8.331767907	7.569703738	8.456600833	8.574555686	7.423662202
8772	8.146034009	8.450757622	8.420212891	8.933484119	8.296090263	8.744598414	8.025637912	8.610877199	8.219362158	7.920710135	8.352970338	7.736469582	9.453846774	8.698739388	8.323370069	7.997800468	9.249231993
8773	4.693208149	4.824767853	4.155425432	4.795974694	5.150153455	5.441948191	5.942983598	4.793895883	5.394719913	4.927422429	4.765004246	5.705425039	4.907371414	5.096346199	5.11353382	5.480265122	5.00270252
8774	3.336283388	4.047887329	3.926948248	4.523561956	4.467931546	4.394376945	4.865423978	5.428611418	4.932628157	3.82374936	4.662775172	3.320484678	5.337711092	4.56924803	4.599317794	4.336997417	4.240314329
8775	8.374126595	7.627387966	7.917312401	6.950934928	7.310885391	7.534419616	8.037766567	7.442694734	7.714314216	6.917312401	7.451952879	8.913308315	8.293011752	7.030004945	8.101135276	8.364791271	6.919220886
8776	6.13627343	7.015136244	6.837691	7.178814216	7.187154091	7.062963557	7.405481882	8.04663293	7.567804005	7.318136041	6.860342097	7.397631854	6.855740592	7.532628658	7.000563443	6.552745937	7.85224859
8777	3.089159132	4.260025656	3.527320608	3.604071324	1.682573297	3.897240426	4.319762428	3.152183419	3.50589093	3.847996907	3.870857864	4.133399125	3.549669171	1.695993813	3.832890014	3.826802684	4.189033824
8780	7.478971805	5.843481425	6.420718183	6.731590572	7.604886762	8.001351893	6.235918488	7.367807862	7.043628851	6.477191599	6.597680144	6.894696523	6.383185866	6.728464765	6.939579214	6.469560422	7.31623627
8781	4.280213996	3.386810946	4.364572432	4.44625623	6.939814257	2.857980995	6.794285888	1.700439718	4.479618608	2.358958826	7.539856721	7.196233261	4.377817853	4.604071324	7.253894747	4.90303827	3.992768431
8785	3.35473424	2.295723025	1.731183242	1.835924074	1.63691458	2.277984747	2.767654798	1.731183242	4.125155131	2.283921772	3.008988783	2.809414444	2.587364991	2.488000771	2.935459748	3.992768431	1.992768431
8786	4.766065051	4.911691582	3.837943242	4.418189948	4.331275267	3.880685525	4.100977648	5.453517579	4.477677328	5.032100843	3.703765179	4.294988268	5.228049048	5.211012193	4.192194165	5.226893814	3.701549057
8787	6.129076903	5.665904355	5.470862199	6.377470843	5.943686952	4.948133578	4.749534268	5.333781501	6.478486512	5.859472667	6.230164578	5.577730931	6.696272084	5.669310286	5.474111514	5.907852072	4.978653265
8788	5.456149035	5.006298024	4.728464765	5.208283138	4.9800253	4.998646839	5.100136671	5.933336576	5.199672345	4.676944359	4.563768278	3.840966704	8.827660269	5.344828497	4.622930351	5.172727518	5.29130886
8789	4.373648211	2.9202933	4.028569152	3.743084056	2.333423734	3.266036894	4.308156975	3.970853654	3.586164246	3.77925972	2.857980995	3.27351589	4.388189537	3.509695842	2.82984956	4.228049048	4.493134922
8790	6.591410143	6.108733528	5.308885057	5.682573297	5.615592857	5.888499736	6.051807107	5.472487771	5.270902649	5.911691582	5.538848521	6.420718183	5.850749426	4.823239844	6.012568674	5.064796646	5.814294058
8792	4.865423978	3.853995647	3.174725988	3.956985925	2.821710215	3.019701914	3.452858965	4.840966704	2.510961919	4.634012356	3.393690764	3.831877241	4.140778656	2.629939409	4.547203025	2.974529312	3.049630768
8793	6.404971224	6.106013238	5.498250868	5.640100298	6.053980168	5.656782364	5.542877099	5.565292521	5.285402219	5.309248961	5.942749071	5.209843231	5.705425039	5.941106311	5.655351829	6.039357765	6.113742166
8794	6.735522177	6.321026129	6.618385502	5.975676038	5.885818372	6.186857067	6.100136671	5.907852072	6.273888824	6.422569411	6.757556689	6.068240861	6.920888742	6.376255649	5.748461233	6.282625134	5.426264755
8795	9.393454814	9.699555103	9.189503375	9.576899995	10.41790524	10.57231179	9.122439774	8.347798511	6.830990481	9.593017561	7.879705766	9.649435829	8.430870664	9.546740153	8.657139777	9.948396436	10.4441556
8796	3.762348816	4.624100895	4.145677455	4.558267634	3.40053793	3.56924803	4.004501392	3.465974465	4.344118335	4.859969548	4.879705766	3.853995647	4.017921908	4.232660757	4.423578171	4.278728213	4.585563498
8798	5.195347598	6.835545166	6.823621998	5.352970338	6.02657877	6.403267722	5.464014725	6.169524197	6.803872798	6.065443063	2.763411574	3.427606173	6.155425432	4.974529312	6.118110506	6.98458935	5.434294618
8799	6.747521673	7.607256327	7.532862387	7.62058641	7.763278772	7.663629259	8.073391816	9.245101051	8.105227584	7.520500825	7.437710466	7.654779217	7.906830482	8.120237877	7.050828161	6.84962403	7.817942968
88	2.72900887	2.757023247	2.107687869	2.570462931	2.3950628	2.548436625	2.952333566	1.384049807	3.897240426	2.283921772	2.589763487	3.084064265	4.166715445	4.049630768	3.924099886	4.170726276	2.244887059
8800	5.953265239	5.385085854	4.787641414	4.871350841	5.003602237	3.882643049	5.154615611	6.335747634	4.614709844	5.39848719	4.34553831	5.11353382	5.264536431	4.651338766	5.18070484	4.830356747	5.148527425
8801	3.970853654	5.437960088	5.044831233	4.782408565	5.098453246	4.967629753	5.226123143	4.089159132	4.456806149	4.731183242	4.386121157	4.969012308	5.067810784	4.822730148	5.509062386	5.385431037	5.046578367
8803	5.953498063	5.814294058	5.616769366	5.150153455	6.659068275	5.861707287	6.094869433	5.731997787	6.882765306	5.628773595	6.148730779	5.874796966	5.730911624	6.045705065	5.400879436	4.478971805	5.784765696
8804	7.94976836	7.0558247	6.496014873	6.292413668	6.835039799	1.22650853	6.883254231	6.928370323	5.584060534	9.450633918	7.311157949	6.378685014	6.679057785	6.66618849	6.929672662	6.44145028	6.479618608
8805	5.042644337	4.783456654	4.316145742	4.326968712	4.707082992	4.904965719	5.479941901	4.846493316	5.778471434	4.523561956	5.167919866	3.624100895	4.177917792	4.688739868	4.123500664	4.807354922	4.803743669
8807	2.811471031	1.90303827	1.541019153	1.541019153	1.944858446	1.599317794	1.906890596	1.137503524	2.229587923	2.220329955	1.378511623	1.959770155	1.599317794	2.885574364	1.974529312	1.63691458	1.691534165
8808	4.401220862	3.894332742	4.857483428	4.745237332	3.860962798	3.800123353	3.868884273	3.997292408	2.944858446	2.482848283	5.435961895	4.470536865	4.682011391	4.617651119	4.08236197	5.011674533	4.263785614
8809	5.152994605	4.448240225	3.289834465	3.255500733	4.830356747	5.369117459	3.707082992	3.807354922	4.64385619	4.881664619	5.098032083	4.263034406	4.505255801	3.992768431	3.187451054	4.727375939	4.187451054
881	3.970853654	2.794935663	4.343407822	4.036503334	4.688739868	2.922197848	5.61176256	4.627606838	4.367371066	3.29130886	4.746312766	5.162290614	4.877253454	4.553974808	5.014355293	4.773468928	3.349082146
8811	4.760753208	4.303050085	4.274261661	4.734438666	4.477029653	4.141596278	5.549053029	4.479618608	4.730639956	4.385431037	4.807870078	5.247168	5.151777655	5.649615459	4.652486495	4.534808661	4.904484098
8813	7.996727686	7.766528909	7.819540461	7.873013393	8.736266619	8.557272223	8.054414388	8.551862038	8.718498628	7.964629667	8.121429909	8.241268177	6.973955608	6.893847558	7.336997417	7.220329955	8.222794903
8814	5.025471815	4.971313624	5.108524457	4.83491343	4.902556005	4.995936704	4.341274184	5.309612772	4.981396032	5.368419155	4.758089934	4.841973119	5.118941073	4.839455765	4.125155131	5.313245852	3.892391026
8815	9.605979467	10.16122008	10.46549498	10.65214586	10.45751427	10.6241923	9.62888293	10.98531541	10.31847502	9.903354669	10.64296325	9.993433779	10.30607309	10.21218021	10.26947737	10.13962809	10.32430433
8817	5.827056837	5.453517579	5.088311236	6.336997417	4.937344392	5.566815154	5.161081482	5.335569006	5.531693361	4.929790998	8.0558247	5.696828465	5.690696444	4.990501111	4.881664619	5.701271802	7.433293326
8818	8.692092375	8.608994002	8.347311316	9.091594061	9.106405904	8.935901682	8.408372204	8.324180547	8.356495988	8.354205296	8.623223076	8.681203267	8.715138338	8.174276573	8.825085985	8.490489907	8.068778278
8819	7.288912203	5.5360529	6.116655862	5.858727024	5.096767855	4.883620816	5.958378712	6.296090263	7.379724919	5.56193706	6.127014142	5.648465443	5.348019909	5.480911346	4.242602506	5.085339669	5.871597266
8820	3.023255352	2.140778656	1.82374936	1.89917563	2.411426246	2.010779839	2.577730931	3.802193217	3.671293372	3.35473424	3.075532631	3.349082146	1.678071905	4.15704371	2.648465443	2.625270489	1.575312331
8821	3.007195501	3.070389328	0.23878686	2.851998837	3.791814071	3.996388746	5.440952198	5.039577103	0.150559677	1.996388746	1.516015147	3.917431755	6.593801929	2.344828497	5.320484678	1.541019153	3.770829046
8824	7.304419775	5.676944359	5.725741157	6.230356745	4.607034346	3.427606173	5.215678597	5.347665656	4.308156975	6.106641452	4.689299161	4.213347282	4.843983844	4.676944359	5.774259951	5.875288598	6.490088724
8825	2.367371066	2.629939409	2.912649865	2.13422094	2.641546029	1.310340121	2.375734539	4.118525849	2.711494907	4.634012356	2.893362211	1.922197848	1.778208576	2.965322548	3.310340121	4.022367813	1.847996907
8826	9.034936487	8.163398094	7.648609245	8.089847681	8.287527703	7.838951767	8.730096466	8.139858276	7.236492618	8.354690169	7.624466495	8.553782866	7.709014865	9.222625874	8.491452292	8.573344228	8.148324042
8828	6.203201156	5.893604905	5.586464526	4.895787316	5.076388069	7.561784353	6.788555215	5.135042286	4.465321514	5.254745198	5.246027981	7.100031515	6.8899602	5.868637384	7.605849867	7.116655862	5.255500733
8829	4.671293372	5.892148128	3.63343121	4.890933022	3.482848283	5.704871964	2.937344392	3.642701572	2.545968369	3.286881148	2.771885579	4.21023299	2.558267634	2.941106311	3.418189948	3.10433666	3.403267722
883	8.597829098	8.691603953	8.283088353	8.647134593	8.193821015	8.24198315	8.653454181	8.306198431	8.73748397	8.962635776	8.756889855	8.781982561	8.832731815	8.033037497	8.847213982	8.657961489	8.628518448
8832	4.896271849	4.510961919	5.106850796	4.362469889	4.248686627	3.84899843	4.628190335	3.624100895	4.508428653	3.680324357	5.015247774	4.349082146	5.000901403	3.71259578	3.782408565	4.504620392	4.627606838
8833	7.408626954	7.924278073	7.541716163	8.237401192	8.393819448	8.729178861	7.637856547	8.094500005	8.427438564	7.873567152	9.16643929	9.265474403	8.217327668	7.420212891	7.401562207	8.053274282	7.846869361
8834	7.663344619	7.9210078	7.495934952	6.98436149	7.425509659	7.616622355	7.08841725	7.392231546	7.179710084	7.584887358	7.112700133	7.133810091	6.732540561	6.874305166	7.144250356	7.288543133	6.942983598
8835	5.177519203	4.829342194	4.948133578	3.060047384	5.3305584	6.52277767	4.532316959	6.056366761	4.06436554	3.799087306	3.869871406	4.234961095	4.520422249	5.123914459	3.350497247	5.023698917	3.10433666
8836	7.123500664	7.68943895	6.866413481	7.508983185	7.882153917	8.348860911	7.175923742	6.610877199	7.004051885	7.469723208	7.769308924	8.864371887	7.739915592	8.17926222	7.356848079	6.902435414	8.508745554
8837	8.364572432	7.594921715	9.055092595	6.628627802	6.469560422	8.676380255	6.311430456	6.656639374	5.589763487	7.056041549	6.125155131	6.557042415	6.902797158	6.744699314	6.365797502	5.815063017	7.953439861
8838	3.919340082	3.614709844	3.56193706	4.015247774	3.527320608	3.921245889	3.447579197	3.655351829	4.356848079	2.503348735	4.415488271	3.966245873	3.907852072	3	3.641546029	3.534808661	3.614709844
8839	6.497293009	7.748863715	7.994070528	7.265568167	5.178714641	4.941106311	5.74443023	6.517590658	5.902797158	7.718361626	7.087568918	6.923505768	6.222263604	5.533251852	7.009100789	6.640823345	6.033643244
8840	4.983221651	4.625270489	3.960697039	3.375734539	4	4.727920455	4.148120631	4.657640005	4.970853654	5.12763328	4.596338864	6.890689878	4.775050541	5.106432078	4.703765179	4.688739868	4.608217853
8841	6.732947508	6.499208091	6.161283075	6.589014385	6.638363506	6.550900665	6.128252152	7.235056863	7.395919659	6.519950703	7.177917792	6.847871667	6.221103725	7.480184324	6.436794812	6.825404046	6.605701739
8842	3.229587923	3.600507645	3.98458935	3.482848283	7.03848008	3.370164281	4.169123281	1.89917563	2.358958826	3.981852653	8.510922371	2.572889668	3.388189537	4.241077458	3.982765463	4.665620164	6.241268177
8843	5.038699551	4.617063344	2.22650853	3.883620816	4.116031993	3.683696454	4.178714641	5.247168	4.151371776	5.48864354	4.182692298	4.615298579	2.66448284	4.665051614	4.196921734	3.98550043	4.449561375
8844	6.108315355	5.628773595	5.454504938	5.481557281	5.680324357	5.852498299	6.053763009	5.088735246	5.376081967	5.290940402	5.252476214	5.833902077	5.718909554	5.764738923	6.433960931	5.543805176	5.840211433
8846	5.227664073	5.841721581	5.453517579	5.676944359	6.034083627	6.102028179	6.054631449	6.803614528	6.404800964	6.21023299	5.763145958	5.542877099	5.83491343	5.602290585	5.923862268	5.665620164	5.838195439
8847	2	3.47118746	2.778208576	2.289834465	4.146492307	3.340562269	3.152183419	2.541019153	5.538848521	3.481557281	3.46727948	3.57167681	3.682573297	3.895302621	2.782408565	4.256255873	2.941106311
8848	7.171627179	9.294758579	7.529430554	9.110300596	10.72230378	7.722466024	9.184404283	9.232972476	8.162441684	9.422569411	6.653203362	8.110718194	5.036942845	4.563768278	7.999830924	6.549207089	8.71596199
885	4.383358695	4.445594291	4.811471031	4.336997417	4.592158002	3.86393845	5.093813673	4.336283388	4.412781525	3.786596362	5.159467729	4.67468662	4.077242999	4.959770155	4.990501111	4.810443104	3.84899843
8850	3.201633861	3.629939409	3.726831217	2.821710215	3.56924803	3.187451054	4.710393192	3.181102551	3.368768349	3.56315813	3.602884409	4.420212891	4.086613947	4.401903472	4.023255352	5.449561375	4.498250868
8851	7.904363668	8.065281486	7.915341628	7.80451827	7.750070486	7.866722562	7.971945843	7.988230223	7.935990053	7.745439037	8.14404637	7.795455272	8.569323991	8.027574304	8.428485801	8.11113567	7.789924831
8852	3.390942773	3.049630768	2.344828497	2.72900887	2.403267722	2.606442228	2.981852653	2.788685711	3.040892431	3.09085343	3.217230716	2.424922088	3.207892852	3.377123749	2.550900665	3.10433666	2.813524689
8853	6.313971371	5.28169825	5.451211112	4.561326136	5.343407822	4.793375711	6.357024093	5.509062386	4.388878339	4.212569339	4.641546029	4.996840648	4.706530553	2.283921772	5.290940402	4.791293149	5.9210078
8854	5.670160514	5.949534933	5.643278996	5.192588722	5.513490746	5.754085782	5.374343989	5.43496176	10.77457295	5.650190123	6.183883459	5.503984704	6.041111535	5.698774109	6.647890091	5.256633295	5.469560422
8856	5.361066489	5.558573776	5.533874777	5.636044526	5.378511623	5.791032617	5.87282876	6.086189313	5.499208091	4.162693432	5.723831566	5.303415463	5.741736624	5.566815154	5.418864577	5.488000771	5.908572759
8857	5.887281552	8.43333506	4.367371066	4.917431755	4.699884729	4.027684877	4.760220946	5.337354298	5.924337464	5.19298317	5.21218021	4.61176256	5.884597921	5.283551423	5.178316272	5.797012978	5.68116812
8858	3.56193706	3.008988783	3.047887329	2.809414444	3.396433531	2.153805336	4.170726276	2.469885976	4.162693432	4.589164237	2.09423607	3.231125158	2.319039816	3.776103988	1.589763487	4.092545742	2.253989266
8859	8.613715809	7.949651651	8.119823027	8.207941643	8.303735093	8.35433755	7.978653265	8.896544327	8.455738186	7.98008244	8.803227036	8.751979145	8.514595715	8.662632775	8.72863482	8.440412415	8.150813507
886	6.949418205	5.988684687	5.540089282	6.173127433	5.605553595	6.114158769	6.067595697	6.381283373	6.490249211	6.149340669	6.094024887	5.878480131	6.837186385	6.107478647	6.454175893	6.088523257	5.243745235
8861	7.6043679	7.215678597	7.176921112	7.576370967	6.749802402	6.915281866	7.542412837	8.037107627	7.006746832	7.069530325	7.643351158	7.129695157	7.991465158	7.175424799	7.389222616	6.868266972	7.051915838
8864	3.593353771	6.06608919	2.769771739	4.407352751	5.188242656	4.637494325	4.271276259	5.871350841	5.705977902	5.312519967	4.169123281	5.879460723	3.217230716	5.110196178	3.277984747	4.399171094	2.715893371
8867	4.580145484	4.257010618	3.477677328	4.005399988	4.118525849	4.49441561	5.112700133	4.915998852	5.017031081	3.580145484	4.120186028	5.113950482	5.976592762	4.742006211	4.920769673	3.757023247	3.438292852
8869	5.543805176	8.322874553	5.379551653	7.214319121	5.783194703	4.663913842	9.274378153	6.249634957	6.842978832	7.554051578	4.942983598	5.065658471	7.783325685	6.652916658	9.171276894	8.384611091	6.92919922
887	6.517275693	5.809928866	5.62497818	6.28132733	6.333065878	5.781359714	6.341630009	6.613973587	6.618825953	6.169724613	6.756089247	6.09824268	6.949067966	6.590212761	6.571069998	6.846618675	6.143026004
8870	10.39882918	9.121326293	9.158887346	10.31029467	11.58302164	11.29779325	10.80064919	10.79716703	6.748461233	9.549534412	9.602735976	8.124328135	9.478405614	8.133758727	9.870842456	8.845521414	10.08560524
8871	5.591559746	5.367720513	4.808899839	4.489286023	5.521050737	4.710944155	4.794415866	5.652199648	5.367371066	4.382667253	4.305970521	6.588114949	4.602290585	4.602884409	4.689858236	3.839959587	6.239168879
8872	8.028127082	8.350276229	7.973266861	8.296824459	8.762747442	8.425131962	7.439373802	7.807097275	8.373822187	8.296962079	7.704595348	7.632995197	6.962664693	7.929495139	6.996501735	7.396005317	7.685099172
8874	7.943042224	8.143587294	7.608809243	7.845427324	9.233643642	8.099926351	8.531264481	8.639666296	9.340428746	8.065173758	8.305240966	8.989621566	8.806775151	8.883956771	8.632195497	7.806775151	8.269827981
8875	2.927896454	2.731183242	5.524189078	6.008540672	2.021479727	2.080657663	2.625270489	2.039138394	4.144862143	2.503348735	3.039138394	2.286881148	3.250961574	4.434294618	2.456806149	3.635754391	4.586764743
8876	4.794415866	3.777156666	3.783456654	3.718087584	2.475084883	4.329841177	3.761285273	4.132576843	3.936402378	3.014355293	3.995484519	3.787641414	4.098453246	3	2.970853654	3.435628594	3.056583528
8878	10.28781625	10.14602128	9.733117036	9.941238388	9.565140169	9.648645193	9.678881785	9.72369507	7.0217018	11.15879901	9.891768517	10.03939889	10.55018884	8.578221715	10.04514533	10.01551262	10.2767758
8879	5.849999259	5.277984747	5.200849575	5.458447627	5.093813673	5.195347598	5.280956314	5.808899839	5.6043679	5.353676158	6.320304149	5.518220381	5.936166778	5.743084056	5.639232163	6.011003564	5.66106548
8880	6.375039431	8.107949355	7.670443812	6.767389962	8.713558356	9.042835823	7.15754905	8.085020924	8.750606505	8.265333746	7.339493738	8.144505299	7.752748591	7.607848111	7.709566354	7.10706011	7.913009057
8881	8.294528855	8.188193194	7.683134985	7.743151394	8.435211859	8.758256533	9.766363262	8.139397866	8.713008392	8.031770114	8.576144182	8.514635162	9.767091963	8.264630256	9.784013142	7.889534384	8.177319866
8882	7.488884504	7.909473111	7.759688488	7.61205756	8.423241996	9.155045885	7.244221105	7.767257526	8.35411712	8.090218302	8.943452539	7.640606469	8.444020969	8.77310623	8.489165579	8.334898951	8.17332735
8883	8.374735217	8.150965784	8.52195371	8.835766208	8.755822279	8.340250696	8.391071702	7.761883612	9.598350316	9.355527293	7.360715425	8.107217076	7.842413205	8.520147199	7.984703267	8.007195501	8.922227587
8884	7.57750436	8.203348003	7.683556107	7.09000653	7.92825187	8.585601053	7.383445102	8.579315938	7.932864335	8.235583472	7.684257705	7.227856573	8.433877497	6.826802684	8.163247124	7.898692073	6.663629259
8886	6.049848549	7.42399828	7.180008583	7.30241045	7.599243395	7.573116966	7.07307042	6.607626221	6.670727054	7.092862829	5.987320866	6.63343121	6.594697827	6.3105219	6.642990313	6.618091794	5.925762114
8887	9.289212003	9.02469644	8.420212891	7.553206886	8.41629086	8.579919292	8.971974574	8.535975167	8.320304149	8.97349648	8.760653424	8.809189327	9.829262902	9.536422077	8.99585193	10.1866095	8.892633883
8888	8.544384921	8.085392787	7.578183968	7.572813895	8.118577758	8.670797856	8.347665656	9.214829074	8.497133304	8.189725741	8.564949706	8.596003349	8.449355025	8.43162296	8.423746229	8.080870812	7.644000452
889	6.148527425	6.77636723	6.443275112	4.626439137	6.303598117	6.711494907	7.954836074	8.243983189	7.175823967	6.912410354	6.973266861	5.783980414	6.657068301	7.303324127	6.3950628	6.14689956	5.69265037
8890	7.019924261	7.883926233	6.904484098	6.536674618	7.425761401	7.780310099	6.857607836	7.725673	7.278914019	7.29351763	7.444186663	7.113012822	7.298016731	7.005736817	7.447827118	7.613236955	6.6574971
8892	7.21042783	8.686185341	7.203005338	6.753952119	8.219749355	8.173277373	7.956869798	7.943804144	8.009156789	8.368288186	8.113950482	7.263316155	7.987434567	7.086189313	7.896090168	9.867510417	7.487357715
8893	5.947899886	5.781097381	5.646738698	5.903761365	6.599317794	6.518849829	6.433627167	6.704318678	6.85698569	6.128664587	5.787118983	6.073606041	6.756356166	6.602587527	6.900987531	6.787249608	6.216454865
8894	8.580484707	8.784144049	8.764573071	9.120963579	8.963791991	8.753885283	8.665371451	8.794090898	9.498470287	8.564416278	9.096583396	8.387586566	8.855024173	8.853870927	8.719867928	9.304647931	8.90740146
8895	6.930737338	6.421559945	5.737686761	7.113429635	7.231221181	6.517748114	6.462215955	7.873013393	6.806710718	6.118941073	6.594697827	6.593503172	6.116031993	6.197708158	6.397631854	6.492654371	6.558879853
8896	10.54556302	9.888971505	10.10001837	9.126368923	10.41155336	9.689054497	9.982822494	10.33146563	11.04857542	9.561822531	11.22925143	8.966043946	10.7828672	10.32847298	9.972620862	10.70303839	9.846508986
8897	6.165911939	6.452035274	6.50589093	5.952799478	6.81134258	6.634448062	7.019924261	7.937520951	7.033312868	6.473624583	6.270715808	6.730504103	6.880807948	7.33217085	6.28872768	7.089159132	6.956637518
8898	7.131651214	6.78633498	6.79753184	6.409221197	7.532005194	7.589988142	6.038260575	6.839959587	7.78181868	7.224291149	7.661350569	6.584210901	7.515147882	7.358167658	7.358079723	6.503666755	7.626512146
8899	4.216454865	5.61117238	4.868884273	4.920769673	5.637204482	5.670727054	5.223036338	6.446090774	6.266036894	5.253232939	5.713695815	6.239168879	5.474111514	6.168922782	4.922197848	5.049630768	5.048323387
89	3.40599236	2.731183242	3.22650853	2.82374936	1.974529312	2.646162657	3.531069493	2.809414444	2.974529312	2.889473543	3.385431037	3.323370069	3.288358562	3.099295204	3.224966365	3.240314329	2.229587923
890	7.000112706	7.085764554	7.611688801	7.623662052	7.462052319	7.266973892	7.132988043	6.774655301	8.870272236	7.714382911	7.341007257	7.244696818	7.012903833	8.375647668	6.072320216	6.23227701	7.380504356
8900	4.418864577	4.416164165	5.570462931	4.659924558	4.08491466	4.159467729	4.654206378	4.622344723	4.531693361	5.262658655	5.045268215	3.678071905	4.248686627	8.186015167	4.527320608	4.234961095	5.761285273
8904	9.271929844	9.084834957	7.75281548	9.68769061	8.756456248	9.520441893	9.027601948	8.676380255	9.902510785	9.146212254	8.845270494	9.984432701	9.37801301	9.567880042	9.373800441	9.543399216	8.71221745
8905	5.216842843	5.317593505	5.006298024	5.488964817	4.557042415	5.75033852	9.705234944	6.369291982	5.678635348	4.5360529	5.025028794	4.800123353	7.765733634	6.018367116	9.161459445	8.875503635	5.489607157
8906	7.59559317	9.005596481	8.829215325	8.458611673	8.862420395	5.988457473	6.864681406	8.581916102	8.868112605	8.254745198	8.925228035	7.48050749	6.631831851	9.435045131	8.969012308	7.952915932	8.828453874
8908	5.3950628	6.195150711	4.572283367	6.385776138	3.929790998	3.030336078	8.987491414	3.937344392	3.237257771	5.770036139	5.940401698	5.888256181	8.367982544	2.025028794	7.907551679	3.206330648	4.185073638
891	7.173727099	8.393218826	7.952391814	7.955649908	8.722500179	8.657354182	7.201731867	7.98982022	8.46662712	8.691220077	7.956753663	8.355747508	7.981738512	8.929495139	7.189626916	6.436794812	8.090588827
8910	9.531049992	8.953556263	9.699433643	8.698704667	6.696272084	8.448942236	9.517334754	5.515384461	5.008988783	5.658497137	8.7273419	9.593316418	8.626037521	5.21490191	7.899115195	7.760420568	9.191700818
8912	7.436878077	6.77452353	5.610877199	6.553974808	6.201241771	5.351910961	6.802580986	7.521443403	6.373822187	6.049412953	5.613826291	6.305788167	7.29636563	6.198101209	6.474598281	6.467116418	5.579542225
8913	3.710393192	3.016139703	3.269033146	3.49441561	3.125981654	3.008988783	4.130107179	3.602884409	4.183486514	3.317593505	3.617063344	3.023255352	3.496973581	3.817623258	3.599317794	3.3950628	3.932628157
8914	5.033863452	6.277984747	6.565140169	6.197511592	6.171727244	6.395748328	6.260590275	7.09518601	7.124638314	6.69474093	6.467768557	6.489928219	6.057666877	6.516487981	5.904965719	5.040892431	5.723558561
8915	5.981852653	4.493134922	5.616475329	5.135042286	6.479618608	5.956056652	4.841469999	5.315783575	5.04701482	4.340562269	5.35614381	6.018589668	4.773468928	5.459431619	4.674121633	4.512226887	5.825531251
8916	4.083213368	2.214124805	1.827819025	3.060047384	3.435628594	2.782408565	3.174725988	2.976363636	2.568032105	2.794935663	3.615887074	2.972692654	3.618238656	4.317593505	3.224966365	3.462052319	4.171527106
892	5.294620749	6.107897062	5.177519203	5.100557221	7.07264178	6.685099172	5.824004051	5.942514505	6.509062386	5.663059924	6.437627248	6.677508242	6.138937309	6.108524457	5.566815154	6.427270935	6.179311989
8926	8.051208941	9.524678828	10.18115226	8.960639126	4.331991778	9.009436756	9.617853112	3.797012978	11.68942585	10.90293279	10.1959135	8.86993308	8.180058327	10.79660749	10.37037137	9.474131799	10.05148087
8927	4.29351763	2.66448284	4.078097423	3.891419187	3.334854269	5.153805336	2.869871406	4.850999395	4.388878339	3.305970521	4.956056652	4.093391153	4.255500733	4.272769732	3.010779839	4.930737338	2.90303827
